lifesat,peopletrust,freewill,takeadvan,married,childs,fightcountry,impdem,beatchild,wageearn,incomecat,sex,educ,sacsecvalr,resemavalr
1,0,5,3,1,0,0,10,1,0,1,0,1,36.237499,21
7,0,7,7,1,2,1,10,7,0,7,0,9,25.095499,28.73
7,0,3,3,0,0,1,10,8,0,1,0,1,48.674999,15.620001
8,0,8,9,0,0,1,10,1,0,1,0,3,39.954201,26.385302
8,0,7,7,1,0,1,10,7,0,2,0,1,39.954201,19.133299
3,0,4,5,1,0,0,5,6,0,2,0,1,26.315701,24.41
5,0,5,5,1,0,1,4,10,0,3,0,3,15.2603,5.0099998
5,0,5,5,1,0,0,7,5,0,3,0,1,15.2603,27.82
4,0,8,8,1,3,1,7,4,1,4,1,2,41.648998,33.481998
5,0,8,8,1,3,1,7,5,0,5,0,5,48.899002,35.982002
6,1,7,6,1,0,1,10,7,0,4,0,1,21.5728,11.3
8,0,8,7,1,0,1,10,8,0,1,0,1,39.954201,45.733299
1,0,5,5,0,1,0,10,1,1,4,0,9,16.751299,27.82
1,0,5,5,1,1,0,10,1,0,1,0,5,20.0625,14.71
10,0,4,1,0,0,1,10,1,0,7,0,7,20.815701,43.918697
8,1,7,4,1,1,1,9,8,0,7,0,9,23.770199,45.157303
8,0,8,8,1,3,1,9,9,1,7,1,9,15.480401,30.072001
2,0,8,8,0,0,1,9,1,0,2,0,1,47.320801,35.2733
8,1,8,7,1,3,1,9,6,1,4,0,5,18.783001,25.32
7,0,7,5,1,4,1,9,8,1,1,1,1,39.599998,1.6
5,0,8,5,1,5,1,9,1,0,2,0,3,54.077499,11.9333
8,0,9,4,0,0,1,9,4,0,4,1,5,34.6035,58.099998
8,0,8,8,1,1,1,10,7,0,5,0,5,47.031998,31.23
7,0,9,1,1,3,1,10,8,0,5,0,1,49.938801,1.6
8,0,3,5,1,2,0,10,10,0,5,0,3,40.832703,11.9333
5,1,6,7,1,2,1,9,7,0,1,0,1,44.3554,11.9333
10,0,8,9,1,4,1,10,4,0,2,0,4,45.6894,26.385302
9,0,4,8,1,4,1,10,2,0,1,0,5,31.237501,65.570702
8,0,10,5,0,0,1,10,6,0,6,0,5,41.907997,47.657299
8,0,8,8,1,5,1,8,1,0,1,0,1,33.272099,49.472
8,0,8,5,1,0,1,8,8,1,1,0,1,18.049999,38.43
8,0,8,2,0,0,1,9,8,0,4,0,8,18.049999,30.072001
8,0,8,2,1,4,1,8,8,1,1,1,2,24.9387,35.982002
7,0,5,7,1,2,0,8,6,0,5,0,2,41.577499,14.71
8,0,8,8,1,0,1,8,8,0,4,0,1,7.1750002,35.93
8,0,8,8,1,2,1,9,1,0,4,0,1,20.800001,14.71
10,0,7,6,1,2,1,10,6,0,4,0,9,29.341,40.837299
1,0,7,5,0,0,1,9,8,1,1,1,1,21.239399,36.0853
1,0,8,7,1,3,1,10,8,1,4,1,5,16.676899,31.3333
1,0,8,7,1,0,0,10,8,0,2,0,1,40.424301,27.82
1,1,2,2,1,3,1,10,7,0,3,0,5,45.391701,43.285301
9,1,1,10,0,0,1,9,5,0,7,1,5,39.063702,25.32
3,0,6,5,0,0,1,8,7,0,5,1,5,50.707001,14.71
9,0,8,8,0,0,0,9,6,0,4,0,3,33.299999,41.747299
1,0,8,5,1,5,1,10,5,1,5,0,2,13.1263,18.119999
1,0,2,3,1,3,1,9,1,0,1,0,5,9.8624992,38.43
6,1,8,9,1,4,1,9,7,0,6,0,5,43.022099,31.610001
7,0,8,3,1,2,1,9,6,0,6,0,5,33.507698,21.529999
9,0,9,9,1,2,1,10,10,0,7,0,9,27.292902,37.323997
5,0,8,3,0,2,1,9,9,1,7,0,9,27.908901,43.181999
8,0,8,8,0,1,1,9,9,1,6,0,9,21.020199,42.9053
6,0,10,5,1,4,0,10,1,0,6,0,3,16.751299,34.743301
5,0,9,4,1,3,0,10,4,1,8,1,9,30.737501,25.043301
1,0,1,2,0,0,0,10,8,1,1,0,1,34.181698,28.200001
1,0,1,10,1,3,0,10,7,0,1,0,1,28.065699,39.771999
7,0,10,7,0,4,1,10,6,0,6,0,8,7.7909999,1.6
2,0,4,8,1,5,1,10,7,0,5,0,5,22.1035,34.823997
4,0,7,7,1,3,1,7,2,1,4,1,1,48.804798,27.82
5,1,6,5,1,1,0,10,3,0,5,0,2,40.878799,19.462
2,0,7,5,1,4,0,8,5,1,4,1,2,44.242298,24.41
2,0,8,5,1,3,0,7,6,0,5,0,3,40.876301,24.41
1,0,2,6,1,0,0,10,2,1,3,1,5,26.335299,35.400002
8,0,7,8,1,1,1,10,8,0,7,0,9,18.8228,34.743301
7,0,8,1,1,1,1,10,8,0,8,0,5,18.8228,34.743301
7,1,7,2,1,0,1,10,8,1,7,1,2,30.522099,39.4953
1,0,1,1,0,0,1,10,1,1,1,1,4,13.1263,21
1,0,1,1,0,0,0,10,1,1,1,0,5,30.737501,21
1,0,1,1,1,0,1,10,1,1,1,1,1,20.014999,21
1,0,1,1,1,1,0,10,1,1,4,1,7,20.014999,21
1,0,3,8,1,3,1,10,8,1,6,1,9,31.2792,35.02
7,0,5,7,1,3,1,9,9,1,8,1,9,22.764999,18.5
7,0,5,7,0,0,0,8,9,0,7,0,9,38.744198,24.41
8,0,8,8,1,0,1,10,6,0,7,0,9,30.678801,34.639999
8,1,8,8,1,2,1,10,7,1,8,1,9,22.188801,38.153301
8,1,8,8,1,4,1,10,6,0,7,0,1,34.3083,46.695301
8,0,7,7,0,0,1,10,6,0,4,1,8,9.7602997,21.529999
1,0,10,5,1,2,0,10,1,1,7,1,9,30.737501,28.8333
5,0,10,5,1,2,0,10,1,0,6,1,9,30.737501,25.043301
8,1,7,8,1,2,1,8,1,1,2,1,3,34.668602,43.181999
3,0,8,7,0,0,1,9,2,0,2,1,3,48.3997,35.2733
1,0,10,1,1,1,1,10,5,0,1,0,1,29.133299,32.952
1,0,1,1,1,2,0,10,1,1,1,0,1,36.174999,39.392002
1,0,1,10,0,3,0,10,8,0,3,0,1,27.908901,28.73
5,0,9,5,0,0,0,10,1,0,6,0,3,23.639999,15.3433
8,0,8,7,1,4,0,9,8,1,5,1,7,18.466,32.572002
8,0,8,7,1,1,0,10,6,1,6,1,9,11.3138,22.872
7,0,7,7,1,2,1,10,7,0,4,0,9,19.6471,18.119999
5,0,10,5,1,2,1,9,6,1,3,1,5,9.7602997,24.41
9,0,8,8,1,3,1,9,6,0,2,0,1,16.032999,18.119999
8,0,8,8,1,0,0,8,5,1,4,1,1,15.876301,22.872
1,1,2,1,0,0,1,5,1,0,5,0,6,6.2375002,21.633301
5,0,2,1,1,3,1,10,8,1,2,1,7,23.483,33.205299
1,0,4,1,1,5,1,10,1,0,3,0,7,13.1263,28.453299
1,0,5,5,1,3,1,10,1,1,6,1,5,20.014999,21
1,0,4,4,1,2,1,10,1,1,1,1,5,6.2375002,21
1,0,5,3,1,2,0,10,2,0,1,0,5,40.2519,21
8,0,7,7,1,0,1,10,7,1,5,1,1,16.032999,18.119999
8,0,8,8,1,2,0,8,1,0,4,0,1,27.688801,21.529999
7,1,8,7,1,3,0,8,3,1,2,1,1,28.958801,27.82
8,1,7,6,1,0,0,9,1,0,7,0,5,29.176899,30.290699
7,1,8,7,1,3,0,8,7,1,3,1,5,49.742298,39.9907
7,1,7,7,1,2,0,9,3,0,8,0,3,42.429798,25.123999
2,0,4,6,0,1,0,10,2,0,4,0,5,48.678799,38.337299
1,0,1,1,1,2,1,10,1,1,1,1,1,31.973299,21.633301
4,0,7,6,1,2,1,10,2,0,2,0,1,48.522099,43.5387
5,0,7,6,1,3,0,8,6,0,6,0,5,45.014999,43.181999
2,0,8,8,1,3,0,8,7,0,5,0,9,45.014999,32.572002
2,1,5,8,1,2,1,10,1,0,4,0,5,16.908001,43.285301
2,1,4,8,0,0,1,10,1,1,1,1,1,9.7602997,50.485302
1,0,1,1,1,3,0,5,6,0,3,0,2,26.383299,14.71
3,0,3,5,0,0,1,10,1,1,3,1,3,15.330299,5.0099998
5,0,5,5,0,0,0,5,1,0,3,0,1,22.149,21
3,0,7,6,1,1,0,7,6,0,6,0,5,51.389999,32.572002
8,0,8,5,1,5,1,8,8,0,4,0,3,20.800001,40.681999
7,0,7,6,1,4,0,10,6,0,6,0,3,54.140003,30.504
1,0,7,3,0,0,1,10,1,0,1,1,7,13.1263,21
5,0,7,5,1,3,0,10,1,0,1,0,5,12.612499,21
3,0,8,5,1,4,1,10,1,1,1,1,2,6.2375002,21
9,0,5,1,1,1,1,10,10,0,5,0,7,35.598297,38.153301
1,0,6,5,1,4,1,10,10,0,5,0,7,35.598297,44.247299
2,1,5,1,1,4,1,10,9,0,2,0,7,22.188801,21.633301
8,0,8,3,0,1,1,10,5,0,5,0,9,32.707001,71.152
1,0,1,4,1,4,1,10,1,1,1,1,1,8.9875002,21
1,0,5,5,1,0,0,10,1,0,1,0,5,19.5012,31.23
1,0,6,4,1,0,1,10,1,1,1,1,5,22.764999,21
1,0,1,7,0,3,0,10,8,0,2,0,3,35.061203,18.5
1,0,2,8,1,2,0,10,9,0,3,0,5,17.2929,41.113998
7,0,7,8,0,0,0,8,5,0,7,1,4,28.4615,33.914001
8,0,8,8,1,2,0,7,1,0,7,0,1,29.077499,46.062
7,0,7,8,0,0,0,7,5,0,7,1,6,25.5548,42.024002
7,0,7,8,0,0,0,8,7,0,7,1,4,25.7115,21.714001
7,0,7,8,1,1,0,8,6,0,6,0,1,25.7115,30.504
7,0,7,8,0,0,0,7,5,1,3,0,1,25.7115,35.452
8,0,7,8,0,0,0,8,4,0,7,0,4,22.188801,27.623999
7,0,8,8,1,2,0,7,7,0,3,0,1,29.077499,50.814003
10,0,8,1,1,0,1,10,6,1,6,1,2,22.188801,35.02
7,0,7,8,1,3,1,10,7,0,7,0,1,27.156099,35.982002
7,0,8,8,1,0,1,10,6,0,6,0,1,27.156099,31.610001
7,0,7,7,0,0,1,10,6,0,7,1,7,31.966702,21
10,0,10,10,1,2,1,10,8,0,5,0,7,15.299999,35.02
10,0,8,9,1,2,0,10,7,1,6,1,2,23.633299,21
8,0,8,9,1,3,0,10,1,0,6,0,7,15.299999,49.690701
3,0,7,7,1,4,0,9,4,0,7,0,5,14.2205,57.028698
7,0,7,8,1,2,0,9,5,0,7,0,9,45.128201,33.481998
7,0,7,7,1,2,0,9,4,1,6,1,5,27.364401,27.82
8,0,8,7,0,0,1,9,3,0,7,1,3,54.844803,27.623999
8,0,8,7,1,3,1,10,1,1,5,1,3,31.708801,28.8333
6,0,8,6,0,0,0,9,2,0,3,1,1,47.251202,27.82
6,0,5,6,1,4,0,8,2,0,7,0,5,57.612503,23.782
7,0,6,6,1,1,0,9,8,0,4,0,1,45.117302,24.940001
6,0,8,7,1,3,0,9,7,0,6,0,3,44.869198,56.5107
2,0,7,7,0,1,0,9,1,0,5,0,1,26.4923,31.863298
5,0,5,5,1,3,0,9,5,0,3,0,3,51.244198,38.234001
7,0,6,3,1,3,0,7,5,0,4,0,3,56.054802,39.771999
6,1,5,3,1,3,0,8,6,0,2,1,2,52.688801,28.73
6,0,6,6,1,2,0,8,10,1,5,1,4,69.424995,18.303999
6,0,5,5,0,0,0,9,8,0,4,0,3,62.327499,11.104
6,0,7,7,1,2,1,3,10,1,4,1,1,62.327499,38.810001
4,0,6,5,1,1,0,8,4,1,4,1,1,34.7603,38.43
4,0,3,4,0,0,1,8,2,1,3,1,1,59.029198,46.280701
3,0,4,3,1,0,0,7,3,0,3,0,1,51.915997,54.224003
9,0,9,5,0,0,1,9,9,0,5,0,9,29.792898,38.786701
8,0,8,2,1,0,1,8,1,0,4,0,1,18.049999,21.529999
8,0,8,8,1,7,1,8,1,1,4,1,1,22.188801,27.623999
8,0,8,6,0,0,1,10,8,0,7,0,7,55.488701,33.205299
7,0,7,8,1,0,1,9,7,0,5,0,2,44.3554,27.82
9,1,8,5,1,1,1,8,5,0,5,0,1,37.4053,30.106699
1,0,8,8,0,0,0,6,1,0,4,0,1,24.1483,42.299999
9,0,7,9,1,1,1,9,8,0,5,0,5,38.8554,36.0853
7,1,5,6,1,8,0,8,8,0,1,0,1,57.766701,24.41
8,0,5,6,0,3,0,9,8,1,2,0,1,53.489399,25.043301
2,0,7,4,1,5,1,9,10,1,2,1,3,53.611797,21.529999
9,1,6,8,1,0,1,10,3,0,3,0,3,51.355396,31.3333
7,0,4,8,1,0,1,8,7,1,4,0,5,46.5728,22.543301
1,0,1,1,1,0,0,10,5,0,1,0,3,30.365299,18.119999
1,0,1,1,0,0,0,10,1,0,2,0,5,22.9583,27.82
10,0,9,8,0,0,1,10,1,0,3,0,3,23.639999,34.823997
10,0,10,10,1,1,1,10,1,0,3,0,7,23.639999,44.523998
8,0,8,6,0,0,1,10,7,0,5,0,1,25.095499,18.119999
1,0,2,2,1,2,1,10,1,0,1,0,5,30.365299,34.743301
4,0,3,4,1,0,0,8,3,0,2,0,1,60.994202,32.572002
7,1,8,1,1,0,1,10,9,1,6,1,9,29.906099,21.529999
4,0,3,3,1,2,0,5,7,0,3,0,1,23.829199,8.4200001
2,0,8,2,1,4,1,10,1,0,2,0,5,40.188801,45.785297
5,0,2,2,1,2,1,9,2,0,5,0,1,48.639999,18.119999
4,1,7,7,1,0,0,9,1,0,4,0,2,28.4506,27.82
4,0,6,7,1,0,0,8,1,0,3,0,3,23.5853,32.52
3,0,3,5,1,1,1,2,9,0,2,0,2,41.6054,32.572002
5,0,5,3,0,3,1,10,2,0,5,0,4,38.3853,21.633301
3,0,7,1,1,3,1,9,9,0,8,0,5,29.878199,31.23
7,0,6,7,0,0,1,9,7,1,3,1,1,14.063799,27.82
6,0,8,8,1,1,0,10,1,0,4,0,1,17.6542,32.572002
8,0,7,6,1,2,1,9,8,1,4,1,1,19.6471,11.3
8,0,6,5,0,0,1,9,6,0,4,0,1,15.876301,32.572002
8,0,7,7,0,4,1,10,2,0,5,0,1,22.397099,25.751999
5,0,6,7,1,4,1,9,7,0,7,0,5,36.313801,31.23
2,0,5,1,1,3,1,8,2,0,3,0,1,57.628204,33.619999
7,0,4,5,0,1,0,6,3,0,3,0,1,45.145199,31.033998
7,0,4,5,0,1,0,6,3,0,4,0,1,45.145199,40.733997
8,0,8,8,0,0,0,10,3,0,6,0,1,16.237501,35.02
6,0,7,7,1,2,0,9,1,0,4,0,7,13.4875,27.82
6,0,6,5,1,1,0,6,4,1,2,0,1,47.799301,31.23
4,0,6,5,1,2,1,7,6,0,4,0,5,58.507698,31.23
5,0,6,5,1,1,1,10,8,1,5,1,1,4.4250002,25.751999
7,0,6,7,0,0,0,7,7,0,5,0,1,11.5728,11.104
3,0,3,4,1,0,0,8,3,0,3,0,1,61.7948,41.113998
4,0,4,3,1,0,0,8,3,0,3,0,1,51.915997,54.224003
3,0,3,4,1,2,0,7,2,0,3,0,1,55.438797,42.271999
8,0,8,9,1,4,1,9,1,1,4,1,5,33.428799,38.862
4,1,9,9,1,7,0,9,2,1,5,0,1,38.8554,27.82
7,1,7,9,1,6,1,9,2,0,5,0,1,42.688797,11.3
8,0,7,4,1,3,1,7,2,0,4,0,3,36.313801,63.952
7,1,9,8,1,1,1,9,8,1,7,0,3,11.3138,26.282001
8,0,2,8,1,5,1,9,8,0,4,0,1,20.800001,13.172001
7,0,8,8,1,3,1,9,7,0,6,0,3,21.9923,56.066696
9,0,5,9,1,5,1,5,8,0,2,0,1,18.049999,16.582001
9,0,9,9,1,1,1,9,9,0,4,0,3,15.299999,24.41
3,1,4,3,0,0,1,9,2,0,4,0,1,47.345501,11.3
8,0,1,9,1,5,1,9,9,0,3,0,1,26.383299,9.7620001
10,0,7,4,1,0,1,10,1,0,4,0,2,38.195801,18.119999
7,0,4,1,1,2,1,10,4,0,6,0,9,48.341702,21.529999
5,0,2,1,0,0,1,10,3,1,3,1,1,55.800003,21
5,0,4,1,0,0,1,10,3,1,5,1,7,38.195801,21
8,0,8,8,0,0,1,8,9,0,6,1,4,31.237501,26.385302
6,1,7,8,0,0,0,9,9,0,3,0,1,46.655602,25.32
6,1,7,7,1,6,0,10,5,1,6,1,7,33.315701,25.751999
7,1,9,8,1,0,1,10,5,0,4,1,1,54.071999,14.71
5,1,5,5,0,0,1,8,9,0,5,0,3,35.988701,21.529999
7,1,8,6,1,1,1,8,6,0,6,0,1,46.539398,14.71
8,1,8,8,1,3,0,9,9,0,5,0,2,49.905403,19.462
8,0,8,8,1,2,1,8,1,0,4,0,3,18.049999,21.529999
2,0,4,7,1,3,1,7,5,1,4,1,5,55.448902,11.3
8,1,3,7,0,0,0,9,2,0,5,0,2,32.656101,18.7533
7,0,5,6,0,0,1,10,1,0,6,1,9,51.678097,27.82
7,1,4,3,1,1,0,9,4,1,2,1,5,36.704098,18.119999
8,1,8,7,1,6,1,6,5,0,6,0,2,28.3048,18.119999
9,1,8,6,1,5,1,4,4,0,6,0,1,32.471401,21.529999
7,1,8,5,1,2,1,6,4,0,5,0,1,37.4053,32.572002
8,0,8,8,1,1,0,7,1,0,7,0,7,24.9387,39.714001
10,0,5,9,1,0,1,9,8,1,5,1,1,4.4250002,33.481998
8,0,8,9,1,1,1,9,8,1,1,0,1,30.516602,21.529999
7,0,7,4,1,3,1,9,9,1,2,1,2,55.800003,12.21
4,0,8,8,1,1,1,8,9,1,5,0,1,59.688801,39.4953
7,1,4,6,0,0,0,1,1,0,2,0,1,11.3138,26.385302
3,0,5,2,0,0,1,9,6,0,2,1,1,37.258301,6.3519998
7,1,10,10,1,5,1,4,2,0,7,0,3,41.648998,50.105297
2,0,5,8,1,3,1,7,8,0,4,0,1,30.522099,11.3
1,0,2,2,0,0,0,8,8,0,3,1,4,25.514999,18.119999
2,0,7,5,1,3,1,7,6,1,1,0,5,28.4615,25.32
5,0,5,6,0,1,0,6,1,0,6,0,1,48.023998,32.572002
6,1,4,2,1,1,0,7,2,0,2,0,3,54.270203,9.7620001
1,0,4,5,1,1,0,10,1,0,5,0,9,24.457701,38.153301
2,0,2,3,1,1,1,9,1,0,4,0,2,27.688801,36.891998
1,0,2,3,0,0,1,8,6,0,4,1,2,14.063799,59.373302
1,0,3,3,1,3,0,8,3,0,4,0,3,27.688801,44.973297
1,0,2,4,1,1,1,9,5,1,3,1,3,14.063799,59.373302
3,1,8,3,1,3,1,10,8,0,6,0,4,50.515003,11.3
5,0,8,7,0,0,1,9,8,0,4,1,5,39.063702,27.82
1,0,2,3,1,1,0,9,1,0,3,0,5,27.688801,29.691999
1,0,7,6,1,0,0,9,5,0,3,0,3,27.688801,18.338699
4,0,8,3,1,2,1,10,8,0,4,0,5,39.063702,18.119999
5,0,10,4,1,0,1,8,9,1,4,1,9,42.688797,24.41
5,0,8,6,0,0,1,8,8,0,4,1,3,40.876301,1.6
5,1,10,6,0,0,1,10,8,0,6,0,8,53.925003,21.633301
3,1,8,3,1,4,1,10,8,0,6,0,5,47.764999,1.6
1,0,3,3,1,4,1,9,2,0,3,0,1,49.938801,30.3253
5,1,8,8,1,3,1,10,8,0,4,0,5,45.946999,18.119999
3,0,8,6,1,2,1,10,8,1,4,0,5,39.063702,8.4200001
3,0,8,3,1,5,1,10,8,0,4,0,1,39.063702,18.119999
3,0,8,8,1,3,1,10,8,1,5,0,1,41.813801,8.4200001
3,1,10,3,1,2,1,8,8,1,4,1,1,45.009499,11.9333
3,0,8,6,0,0,1,10,8,0,5,0,5,36.313801,26.385302
1,1,5,4,1,8,0,7,7,0,3,0,4,44.971401,47.2253
1,0,2,3,0,0,1,9,5,0,3,1,3,14.063799,49.673302
1,0,3,3,1,1,0,8,3,0,3,0,1,27.688801,25.573301
1,0,2,3,0,2,1,9,1,0,4,0,5,27.688801,36.891998
1,0,2,2,1,4,0,9,1,0,4,0,5,30.438799,27.191999
1,0,2,3,0,5,0,9,1,0,3,0,1,30.438799,29.691999
1,0,3,2,0,4,0,9,1,1,2,0,1,30.438799,30.3253
5,0,8,6,1,4,1,8,8,0,4,0,1,45.009499,1.6
5,1,10,6,0,0,1,10,8,1,5,0,8,53.925003,11.9333
1,0,2,3,0,2,0,9,5,0,4,0,5,30.438799,36.891998
3,0,8,6,1,2,1,6,8,0,4,0,1,43.626301,5.0099998
5,1,10,3,1,0,1,8,8,1,4,1,1,42.688797,14.71
3,0,10,5,1,3,1,8,8,1,4,1,3,38.126297,8.4200001
1,0,1,2,0,1,1,9,8,0,2,0,1,31.431698,33.5853
1,0,1,3,1,4,0,10,1,0,1,0,5,23.639999,21
1,0,7,4,1,3,1,10,1,1,4,1,5,6.2375002,30.700001
1,0,6,3,1,3,1,10,1,1,1,1,5,6.2375002,11.3
1,0,6,5,1,2,0,10,1,0,6,0,9,30.737501,21
7,0,3,8,1,0,1,10,1,0,3,0,1,24.2096,20.804001
2,0,8,3,1,0,0,9,2,0,3,0,1,66.820801,54.251999
9,0,6,7,0,0,0,10,1,1,3,1,5,39.487499,61.873299
9,0,7,8,1,1,0,10,2,1,3,1,9,14.5708,28.200001
1,0,5,2,0,0,1,10,1,0,5,0,9,37.258301,25.676701
4,1,5,6,1,1,1,7,5,0,3,1,1,45.117302,35.982002
3,0,3,4,1,1,0,9,3,0,3,1,2,64.462204,27.623999
3,0,3,4,1,2,1,9,3,0,3,0,1,60.994202,45.681999
3,0,3,4,1,2,1,7,3,0,3,0,1,64.462204,45.681999
3,0,3,4,1,1,0,8,3,0,2,0,1,72.258301,22.872
3,0,2,4,1,2,0,8,3,0,2,0,1,64.623703,31.23
10,0,9,9,0,0,0,10,1,0,7,1,3,26.912502,21
7,0,8,8,1,1,0,10,1,1,6,0,1,9.8624992,18.119999
8,0,10,10,1,2,0,10,1,0,6,0,9,20.945799,49.143299
9,1,8,7,0,7,1,9,1,0,7,0,1,15.299999,24.41
8,1,9,7,1,0,0,10,5,0,6,0,1,15.876301,18.5
8,0,6,5,0,0,0,10,1,0,3,0,1,28.093601,14.71
6,1,7,6,1,0,0,10,5,0,5,0,5,36.237499,51.1707
6,0,5,5,1,3,0,9,4,0,5,0,1,25.514999,28.453299
5,0,6,5,1,3,0,7,5,0,6,0,1,22.251301,18.119999
9,0,8,5,1,2,1,10,10,0,6,0,5,24.577499,30.106699
1,0,7,7,0,0,0,9,2,0,3,0,1,47.251202,32.572002
1,0,6,6,0,0,0,9,1,0,2,0,1,14.166,5.0099998
5,0,8,5,0,0,1,10,8,0,5,0,8,43.1478,16.685299
7,1,7,2,0,0,1,10,8,0,7,1,5,29.878199,31.23
1,0,1,1,1,2,1,10,5,1,4,1,5,21.302799,18.5
10,0,8,8,1,2,1,10,1,0,3,0,5,27.107998,46.972
7,0,8,6,0,0,1,10,8,0,5,1,9,19.399,28.73
7,0,7,6,1,2,1,10,7,1,7,1,9,17.5865,21.529999
7,0,8,6,1,1,1,10,7,1,6,1,9,19.399,28.73
1,0,1,1,1,2,1,10,5,1,4,1,5,44.508301,35.02
5,0,6,5,0,0,1,6,4,0,3,1,5,38.126297,37.52
10,0,9,8,1,1,1,10,1,0,3,0,5,23.639999,51.723999
5,0,5,5,1,2,0,5,1,1,1,1,5,22.4125,18.119999
10,0,8,8,1,3,1,10,4,0,1,0,1,39.954201,26.385302
6,0,7,5,1,2,1,10,1,1,4,1,9,16.649,50.105297
4,0,5,5,1,2,0,6,3,0,3,0,1,10.6978,18.119999
4,0,4,5,0,0,0,5,1,0,3,0,1,18.783001,11.3
8,0,9,9,1,0,1,9,1,1,7,1,9,26.390001,48.0373
7,0,6,7,1,2,0,8,6,0,2,0,5,63.195801,44.938702
4,0,7,7,1,3,0,7,7,1,7,1,5,45.014999,34.328697
5,0,5,6,0,1,1,9,5,0,3,0,3,15.2603,8.4200001
1,0,1,1,1,6,0,10,1,1,1,1,2,38.889999,19.133299
1,0,7,7,1,0,0,10,1,0,1,0,5,33.272099,21.633301
1,0,1,1,0,0,1,10,1,1,2,1,5,25.452501,39.771999
1,0,2,2,1,3,1,10,1,0,2,0,5,22.188801,42.9053
3,0,2,3,1,2,0,10,1,0,2,0,7,30.522099,40.733997
6,1,7,1,1,0,1,10,6,1,7,1,5,18.8228,34.743301
1,0,9,8,1,2,0,10,1,0,2,0,9,47.320801,51.977303
7,0,7,8,1,0,0,10,7,1,7,1,1,25.739399,21.633301
7,0,10,8,0,0,0,10,2,0,4,0,7,16.237501,55.271999
7,1,9,9,1,2,1,10,6,1,4,1,5,30.678801,27.82
2,0,2,4,1,2,1,10,3,0,3,0,1,58.487499,5.0099998
2,0,2,8,1,3,0,9,1,0,1,0,9,55.654198,34.639999
2,0,2,3,1,4,1,10,1,0,3,0,5,26.9993,31.3333
1,0,1,2,1,3,1,10,1,0,1,0,1,30.522099,44.247299
6,1,8,10,1,2,1,10,5,1,5,1,1,34.0448,36.033298
1,0,1,8,1,3,1,10,1,1,3,1,9,28.6073,41.666702
7,0,7,6,1,1,1,10,7,1,1,1,7,16.649,27.82
1,1,8,7,0,0,0,7,5,1,7,1,5,45.014999,24.41
3,1,5,7,1,3,1,10,1,1,5,1,5,18.093599,31.3333
8,1,5,8,1,4,0,10,1,0,4,0,5,13.385201,46.972
8,0,8,8,1,0,1,10,8,1,3,1,5,31.3573,38.337299
8,0,8,6,1,2,0,10,9,0,5,0,5,47.438,31.610001
9,1,8,7,1,2,0,10,8,0,5,0,5,48.639999,37.703999
9,0,10,1,1,0,1,10,1,1,6,1,9,10.404201,31.3333
8,0,8,7,1,0,0,7,7,0,5,0,4,56.279202,28.200001
7,0,8,3,1,1,0,9,7,1,7,1,9,38.3853,11.104
8,0,8,5,1,7,1,9,1,1,4,1,1,24.9387,22.872
8,0,8,5,1,2,1,8,1,1,1,0,1,20.800001,18.119999
6,0,8,5,1,3,0,9,7,0,5,0,1,44.971401,30.072001
7,0,7,6,1,2,0,6,7,1,6,1,1,63.924999,28.73
1,0,8,4,1,0,1,9,4,0,3,0,1,65.341698,36.5807
5,0,5,5,1,3,1,8,6,0,4,0,5,38.8554,35.238701
3,1,5,7,0,0,0,6,4,0,4,0,1,62.322002,31.414
3,0,9,4,1,3,0,9,9,0,7,0,9,61.174999,54.673302
3,0,9,4,1,2,0,9,10,1,4,1,9,54.1054,37.900002
